"book_name","department","study_level","read_count"
"Half A Life","ENGLISH","UNDERGRAD",5
"Half A Life","MATHEMATICS","GRAD",1
"Half A Life","MATHEMATICS","UNDERGRAD",2
"Half A Life","POLITICAL_SCIENCE","GRAD",3
"Half A Life","POLITICAL_SCIENCE","UNDERGRAD",4
"Half A Life","PSYCHOLOGY","GRAD",4
"Half A Life","PSYCHOLOGY","UNDERGRAD",1
"Half A Life","STATISTICS","GRAD",8
"Half A Life","STATISTICS","UNDERGRAD",3
"Hidden Connections, The","COMPUTER_SCIENCE","GRAD",4
"Hidden Connections, The","COMPUTER_SCIENCE","UNDERGRAD",2
"Hidden Connections, The","DANCE","GRAD",7
"Hidden Connections, The","DANCE","UNDERGRAD",7
"Hidden Connections, The","ECONOMICS","GRAD",2
"Hidden Connections, The","ECONOMICS","UNDERGRAD",1
"Hidden Connections, The","ENGLISH","UNDERGRAD",2
"Hidden Connections, The","MATHEMATICS","GRAD",4
"Hidden Connections, The","POLITICAL_SCIENCE","GRAD",4
"Hidden Connections, The","POLITICAL_SCIENCE","UNDERGRAD",3
"Hidden Connections, The","PSYCHOLOGY","GRAD",5
"Hidden Connections, The","PSYCHOLOGY","UNDERGRAD",1
"Hidden Connections, The","STATISTICS","GRAD",2
"Hidden Connections, The","STATISTICS","UNDERGRAD",3
"History of England, Foundation","COMPUTER_SCIENCE","GRAD",3
"History of England, Foundation","COMPUTER_SCIENCE","UNDERGRAD",5
"History of England, Foundation","DANCE","GRAD",5
"History of England, Foundation","DANCE","UNDERGRAD",3
"History of England, Foundation","ECONOMICS","GRAD",4
"History of England, Foundation","ECONOMICS","UNDERGRAD",2
"History of England, Foundation","ENGLISH","GRAD",1
"History of England, Foundation","ENGLISH","UNDERGRAD",3
"History of England, Foundation","MATHEMATICS","GRAD",2
"History of England, Foundation","MATHEMATICS","UNDERGRAD",2
"History of England, Foundation","POLITICAL_SCIENCE","GRAD",3
"History of England, Foundation","POLITICAL_SCIENCE","UNDERGRAD",5
"History of England, Foundation","PSYCHOLOGY","GRAD",5
"History of England, Foundation","PSYCHOLOGY","UNDERGRAD",3
"History of England, Foundation","STATISTICS","GRAD",2
"History of England, Foundation","STATISTICS","UNDERGRAD",5
"History of Western Philosophy","COMPUTER_SCIENCE","GRAD",2
"History of Western Philosophy","COMPUTER_SCIENCE","UNDERGRAD",3
"History of Western Philosophy","DANCE","GRAD",2
"History of Western Philosophy","DANCE","UNDERGRAD",2
"History of Western Philosophy","ECONOMICS","GRAD",4
"History of Western Philosophy","ECONOMICS","UNDERGRAD",4
"History of Western Philosophy","ENGLISH","GRAD",6
"History of Western Philosophy","ENGLISH","UNDERGRAD",1
"History of Western Philosophy","MATHEMATICS","GRAD",2
"History of Western Philosophy","MATHEMATICS","UNDERGRAD",8
"History of Western Philosophy","POLITICAL_SCIENCE","GRAD",4
"History of Western Philosophy","POLITICAL_SCIENCE","UNDERGRAD",2
"History of Western Philosophy","PSYCHOLOGY","GRAD",1
"History of Western Philosophy","PSYCHOLOGY","UNDERGRAD",1
"History of Western Philosophy","STATISTICS","GRAD",2
"History of Western Philosophy","STATISTICS","UNDERGRAD",2
"History of the DC Universe","COMPUTER_SCIENCE","GRAD",4
"History of the DC Universe","COMPUTER_SCIENCE","UNDERGRAD",5
"History of the DC Universe","DANCE","GRAD",7
"History of the DC Universe","DANCE","UNDERGRAD",1
"History of the DC Universe","ECONOMICS","GRAD",3
"History of the DC Universe","ECONOMICS","UNDERGRAD",3
"History of the DC Universe","ENGLISH","GRAD",2
"History of the DC Universe","ENGLISH","UNDERGRAD",2
"History of the DC Universe","MATHEMATICS","GRAD",4
"History of the DC Universe","MATHEMATICS","UNDERGRAD",2
"History of the DC Universe","POLITICAL_SCIENCE","GRAD",2
"History of the DC Universe","POLITICAL_SCIENCE","UNDERGRAD",5
"History of the DC Universe","PSYCHOLOGY","GRAD",2
"History of the DC Universe","PSYCHOLOGY","UNDERGRAD",4
"History of the DC Universe","STATISTICS","GRAD",4
"History of the DC Universe","STATISTICS","UNDERGRAD",3
"How to Think Like Sherlock Holmes","COMPUTER_SCIENCE","GRAD",4
"How to Think Like Sherlock Holmes","COMPUTER_SCIENCE","UNDERGRAD",3
"How to Think Like Sherlock Holmes","DANCE","GRAD",2
"How to Think Like Sherlock Holmes","DANCE","UNDERGRAD",2
"How to Think Like Sherlock Holmes","ECONOMICS","GRAD",1
"How to Think Like Sherlock Holmes","ECONOMICS","UNDERGRAD",2
"How to Think Like Sherlock Holmes","ENGLISH","GRAD",8
"How to Think Like Sherlock Holmes","ENGLISH","UNDERGRAD",6
"How to Think Like Sherlock Holmes","MATHEMATICS","GRAD",3
"How to Think Like Sherlock Holmes","MATHEMATICS","UNDERGRAD",7
"How to Think Like Sherlock Holmes","POLITICAL_SCIENCE","GRAD",1
"How to Think Like Sherlock Holmes","POLITICAL_SCIENCE","UNDERGRAD",4
"How to Think Like Sherlock Holmes","PSYCHOLOGY","GRAD",3
"How to Think Like Sherlock Holmes","PSYCHOLOGY","UNDERGRAD",1
"How to Think Like Sherlock Holmes","STATISTICS","GRAD",2
"How to Think Like Sherlock Holmes","STATISTICS","UNDERGRAD",1
"Hunchback of Notre Dame, The","COMPUTER_SCIENCE","GRAD",5
"Hunchback of Notre Dame, The","COMPUTER_SCIENCE","UNDERGRAD",2
"Hunchback of Notre Dame, The","DANCE","GRAD",3
"Hunchback of Notre Dame, The","DANCE","UNDERGRAD",5
"Hunchback of Notre Dame, The","ECONOMICS","GRAD",5
"Hunchback of Notre Dame, The","ENGLISH","GRAD",5
"Hunchback of Notre Dame, The","ENGLISH","UNDERGRAD",3
"Hunchback of Notre Dame, The","MATHEMATICS","GRAD",6
"Hunchback of Notre Dame, The","MATHEMATICS","UNDERGRAD",5
"Hunchback of Notre Dame, The","POLITICAL_SCIENCE","GRAD",6
"Hunchback of Notre Dame, The","POLITICAL_SCIENCE","UNDERGRAD",2
"Hunchback of Notre Dame, The","PSYCHOLOGY","GRAD",1
"Hunchback of Notre Dame, The","STATISTICS","GRAD",2
"Hunchback of Notre Dame, The","STATISTICS","UNDERGRAD",6
"Idea of Justice, The","COMPUTER_SCIENCE","GRAD",2
"Idea of Justice, The","COMPUTER_SCIENCE","UNDERGRAD",7
"Idea of Justice, The","DANCE","GRAD",3
"Idea of Justice, The","DANCE","UNDERGRAD",6
"Idea of Justice, The","ECONOMICS","GRAD",5
"Idea of Justice, The","ECONOMICS","UNDERGRAD",5
"Idea of Justice, The","ENGLISH","GRAD",7
"Idea of Justice, The","ENGLISH","UNDERGRAD",2
"Idea of Justice, The","MATHEMATICS","GRAD",5
"Idea of Justice, The","MATHEMATICS","UNDERGRAD",10
"Idea of Justice, The","POLITICAL_SCIENCE","GRAD",1
"Idea of Justice, The","POLITICAL_SCIENCE","UNDERGRAD",4
"Idea of Justice, The","PSYCHOLOGY","GRAD",1
"Idea of Justice, The","PSYCHOLOGY","UNDERGRAD",2
"Idea of Justice, The","STATISTICS","GRAD",2
"Idea of Justice, The","STATISTICS","UNDERGRAD",7
"Identity & Violence","COMPUTER_SCIENCE","GRAD",5
"Identity & Violence","COMPUTER_SCIENCE","UNDERGRAD",6
"Identity & Violence","DANCE","GRAD",2
"Identity & Violence","ECONOMICS","GRAD",2
"Identity & Violence","ECONOMICS","UNDERGRAD",1
"Identity & Violence","ENGLISH","GRAD",5
"Identity & Violence","ENGLISH","UNDERGRAD",5
"Identity & Violence","MATHEMATICS","GRAD",2
"Identity & Violence","MATHEMATICS","UNDERGRAD",3
"Identity & Violence","POLITICAL_SCIENCE","GRAD",3
"Identity & Violence","POLITICAL_SCIENCE","UNDERGRAD",2
"Identity & Violence","PSYCHOLOGY","GRAD",4
"Identity & Violence","PSYCHOLOGY","UNDERGRAD",5
"Identity & Violence","STATISTICS","GRAD",4
"Identity & Violence","STATISTICS","UNDERGRAD",4
"Idiot, The","COMPUTER_SCIENCE","GRAD",1
"Idiot, The","COMPUTER_SCIENCE","UNDERGRAD",5
"Idiot, The","DANCE","GRAD",2
"Idiot, The","ECONOMICS","GRAD",4
"Idiot, The","ECONOMICS","UNDERGRAD",4
"Idiot, The","ENGLISH","GRAD",1
"Idiot, The","ENGLISH","UNDERGRAD",3
"Idiot, The","MATHEMATICS","GRAD",1
"Idiot, The","MATHEMATICS","UNDERGRAD",5
"Idiot, The","POLITICAL_SCIENCE","GRAD",6
"Idiot, The","POLITICAL_SCIENCE","UNDERGRAD",7
"Idiot, The","PSYCHOLOGY","GRAD",2
"Idiot, The","STATISTICS","GRAD",5
"Idiot, The","STATISTICS","UNDERGRAD",4
"Image Processing & Mathematical Morphology","COMPUTER_SCIENCE","GRAD",4
"Image Processing & Mathematical Morphology","COMPUTER_SCIENCE","UNDERGRAD",4
"Image Processing & Mathematical Morphology","DANCE","GRAD",6
"Image Processing & Mathematical Morphology","DANCE","UNDERGRAD",5
"Image Processing & Mathematical Morphology","ECONOMICS","GRAD",1
"Image Processing & Mathematical Morphology","ECONOMICS","UNDERGRAD",4
"Image Processing & Mathematical Morphology","ENGLISH","GRAD",3
"Image Processing & Mathematical Morphology","ENGLISH","UNDERGRAD",4
"Image Processing & Mathematical Morphology","MATHEMATICS","GRAD",2
"Image Processing & Mathematical Morphology","MATHEMATICS","UNDERGRAD",7
"Image Processing & Mathematical Morphology","POLITICAL_SCIENCE","GRAD",3
"Image Processing & Mathematical Morphology","POLITICAL_SCIENCE","UNDERGRAD",2
"Image Processing & Mathematical Morphology","PSYCHOLOGY","GRAD",3
"Image Processing & Mathematical Morphology","PSYCHOLOGY","UNDERGRAD",2
"Image Processing & Mathematical Morphology","STATISTICS","GRAD",4
"Image Processing & Mathematical Morphology","STATISTICS","UNDERGRAD",5
"Image Processing with MATLAB","COMPUTER_SCIENCE","GRAD",2
"Image Processing with MATLAB","COMPUTER_SCIENCE","UNDERGRAD",4
"Image Processing with MATLAB","DANCE","GRAD",6
"Image Processing with MATLAB","DANCE","UNDERGRAD",3
"Image Processing with MATLAB","ECONOMICS","GRAD",3
"Image Processing with MATLAB","ECONOMICS","UNDERGRAD",3
"Image Processing with MATLAB","ENGLISH","GRAD",4
"Image Processing with MATLAB","ENGLISH","UNDERGRAD",3
"Image Processing with MATLAB","MATHEMATICS","GRAD",1
"Image Processing with MATLAB","MATHEMATICS","UNDERGRAD",5
"Image Processing with MATLAB","POLITICAL_SCIENCE","GRAD",4
"Image Processing with MATLAB","POLITICAL_SCIENCE","UNDERGRAD",2
"Image Processing with MATLAB","PSYCHOLOGY","GRAD",4
"Image Processing with MATLAB","PSYCHOLOGY","UNDERGRAD",4
"Image Processing with MATLAB","STATISTICS","GRAD",9
"Image Processing with MATLAB","STATISTICS","UNDERGRAD",4
"In a Free State","COMPUTER_SCIENCE","GRAD",2
"In a Free State","COMPUTER_SCIENCE","UNDERGRAD",3
"In a Free State","DANCE","GRAD",5
"In a Free State","DANCE","UNDERGRAD",1
"In a Free State","ECONOMICS","GRAD",3
"In a Free State","ECONOMICS","UNDERGRAD",2
"In a Free State","ENGLISH","GRAD",4
"In a Free State","ENGLISH","UNDERGRAD",5
"In a Free State","MATHEMATICS","GRAD",5
"In a Free State","MATHEMATICS","UNDERGRAD",8
"In a Free State","POLITICAL_SCIENCE","GRAD",4
"In a Free State","POLITICAL_SCIENCE","UNDERGRAD",2
"In a Free State","PSYCHOLOGY","GRAD",5
"In a Free State","PSYCHOLOGY","UNDERGRAD",1
"In a Free State","STATISTICS","GRAD",2
"In a Free State","STATISTICS","UNDERGRAD",4
"India from Midnight to Milennium","COMPUTER_SCIENCE","GRAD",2
"India from Midnight to Milennium","COMPUTER_SCIENCE","UNDERGRAD",4
"India from Midnight to Milennium","DANCE","GRAD",3
"India from Midnight to Milennium","DANCE","UNDERGRAD",5
"India from Midnight to Milennium","ECONOMICS","GRAD",3
"India from Midnight to Milennium","ECONOMICS","UNDERGRAD",2
"India from Midnight to Milennium","ENGLISH","GRAD",3
"India from Midnight to Milennium","ENGLISH","UNDERGRAD",4
"India from Midnight to Milennium","MATHEMATICS","GRAD",2
"India from Midnight to Milennium","MATHEMATICS","UNDERGRAD",1
"India from Midnight to Milennium","POLITICAL_SCIENCE","GRAD",5
"India from Midnight to Milennium","POLITICAL_SCIENCE","UNDERGRAD",3
"India from Midnight to Milennium","PSYCHOLOGY","GRAD",1
"India from Midnight to Milennium","PSYCHOLOGY","UNDERGRAD",5
"India from Midnight to Milennium","STATISTICS","GRAD",3
"India from Midnight to Milennium","STATISTICS","UNDERGRAD",2
"India's Legal System","COMPUTER_SCIENCE","GRAD",2
"India's Legal System","COMPUTER_SCIENCE","UNDERGRAD",1
"India's Legal System","DANCE","GRAD",4
"India's Legal System","DANCE","UNDERGRAD",2
"India's Legal System","ECONOMICS","GRAD",4
"India's Legal System","ECONOMICS","UNDERGRAD",4
"India's Legal System","ENGLISH","GRAD",4
"India's Legal System","MATHEMATICS","GRAD",5
"India's Legal System","MATHEMATICS","UNDERGRAD",3
"India's Legal System","POLITICAL_SCIENCE","GRAD",5
"India's Legal System","POLITICAL_SCIENCE","UNDERGRAD",4
"India's Legal System","PSYCHOLOGY","GRAD",3
"India's Legal System","PSYCHOLOGY","UNDERGRAD",3
"India's Legal System","STATISTICS","GRAD",3
"India's Legal System","STATISTICS","UNDERGRAD",5
"Information, The","COMPUTER_SCIENCE","GRAD",3
"Information, The","COMPUTER_SCIENCE","UNDERGRAD",6
"Information, The","DANCE","GRAD",3
"Information, The","DANCE","UNDERGRAD",3
"Information, The","ECONOMICS","GRAD",4
"Information, The","ECONOMICS","UNDERGRAD",3
"Information, The","ENGLISH","GRAD",5
"Information, The","ENGLISH","UNDERGRAD",4
"Information, The","MATHEMATICS","GRAD",2
"Information, The","MATHEMATICS","UNDERGRAD",2
"Information, The","POLITICAL_SCIENCE","UNDERGRAD",3
"Information, The","PSYCHOLOGY","GRAD",3
"Information, The","PSYCHOLOGY","UNDERGRAD",1
"Information, The","STATISTICS","GRAD",2
"Information, The","STATISTICS","UNDERGRAD",4
"Integration of the Indian States","COMPUTER_SCIENCE","GRAD",4
"Integration of the Indian States","DANCE","GRAD",4
"Integration of the Indian States","DANCE","UNDERGRAD",4
"Integration of the Indian States","ECONOMICS","GRAD",4
"Integration of the Indian States","ECONOMICS","UNDERGRAD",6
"Integration of the Indian States","ENGLISH","GRAD",8
"Integration of the Indian States","ENGLISH","UNDERGRAD",4
"Integration of the Indian States","MATHEMATICS","GRAD",2
"Integration of the Indian States","POLITICAL_SCIENCE","GRAD",1
"Integration of the Indian States","POLITICAL_SCIENCE","UNDERGRAD",3
"Integration of the Indian States","PSYCHOLOGY","GRAD",1
"Integration of the Indian States","PSYCHOLOGY","UNDERGRAD",3
"Integration of the Indian States","STATISTICS","GRAD",3
"Integration of the Indian States","STATISTICS","UNDERGRAD",4
"Introduction to Algorithms","COMPUTER_SCIENCE","GRAD",2
"Introduction to Algorithms","COMPUTER_SCIENCE","UNDERGRAD",3
"Introduction to Algorithms","DANCE","GRAD",5
"Introduction to Algorithms","DANCE","UNDERGRAD",6
"Introduction to Algorithms","ECONOMICS","GRAD",4
"Introduction to Algorithms","ECONOMICS","UNDERGRAD",2
"Introduction to Algorithms","ENGLISH","GRAD",3
"Introduction to Algorithms","ENGLISH","UNDERGRAD",5
"Introduction to Algorithms","MATHEMATICS","GRAD",1
"Introduction to Algorithms","MATHEMATICS","UNDERGRAD",2
"Introduction to Algorithms","POLITICAL_SCIENCE","GRAD",1
"Introduction to Algorithms","POLITICAL_SCIENCE","UNDERGRAD",3
"Introduction to Algorithms","PSYCHOLOGY","GRAD",2
"Introduction to Algorithms","PSYCHOLOGY","UNDERGRAD",3
"Introduction to Algorithms","STATISTICS","GRAD",5
"Introduction to Algorithms","STATISTICS","UNDERGRAD",2
"Jim Corbett Omnibus","COMPUTER_SCIENCE","GRAD",3
"Jim Corbett Omnibus","COMPUTER_SCIENCE","UNDERGRAD",6
"Jim Corbett Omnibus","DANCE","GRAD",4
"Jim Corbett Omnibus","DANCE","UNDERGRAD",4
"Jim Corbett Omnibus","ECONOMICS","GRAD",1
"Jim Corbett Omnibus","ECONOMICS","UNDERGRAD",2
"Jim Corbett Omnibus","ENGLISH","GRAD",4
"Jim Corbett Omnibus","ENGLISH","UNDERGRAD",4
"Jim Corbett Omnibus","MATHEMATICS","GRAD",2
"Jim Corbett Omnibus","MATHEMATICS","UNDERGRAD",2
"Jim Corbett Omnibus","POLITICAL_SCIENCE","GRAD",2
"Jim Corbett Omnibus","POLITICAL_SCIENCE","UNDERGRAD",6
"Jim Corbett Omnibus","PSYCHOLOGY","GRAD",4
"Jim Corbett Omnibus","PSYCHOLOGY","UNDERGRAD",3
"Jim Corbett Omnibus","STATISTICS","GRAD",4
"Jim Corbett Omnibus","STATISTICS","UNDERGRAD",4
"Journal of Economics, vol 106 No 3","COMPUTER_SCIENCE","GRAD",6
"Journal of Economics, vol 106 No 3","COMPUTER_SCIENCE","UNDERGRAD",2
"Journal of Economics, vol 106 No 3","DANCE","GRAD",4
"Journal of Economics, vol 106 No 3","DANCE","UNDERGRAD",5
"Journal of Economics, vol 106 No 3","ECONOMICS","GRAD",5
"Journal of Economics, vol 106 No 3","ECONOMICS","UNDERGRAD",2
"Journal of Economics, vol 106 No 3","ENGLISH","GRAD",6
"Journal of Economics, vol 106 No 3","ENGLISH","UNDERGRAD",4
"Journal of Economics, vol 106 No 3","MATHEMATICS","GRAD",8
"Journal of Economics, vol 106 No 3","MATHEMATICS","UNDERGRAD",3
"Journal of Economics, vol 106 No 3","POLITICAL_SCIENCE","GRAD",5
"Journal of Economics, vol 106 No 3","POLITICAL_SCIENCE","UNDERGRAD",8
"Journal of Economics, vol 106 No 3","PSYCHOLOGY","GRAD",5
"Journal of Economics, vol 106 No 3","PSYCHOLOGY","UNDERGRAD",2
"Journal of Economics, vol 106 No 3","STATISTICS","GRAD",2
"Journal of Economics, vol 106 No 3","STATISTICS","UNDERGRAD",2
"Journal of a Novel","COMPUTER_SCIENCE","GRAD",5
"Journal of a Novel","COMPUTER_SCIENCE","UNDERGRAD",1
"Journal of a Novel","DANCE","GRAD",2
"Journal of a Novel","ECONOMICS","GRAD",4
"Journal of a Novel","ECONOMICS","UNDERGRAD",7
"Journal of a Novel","ENGLISH","GRAD",2
"Journal of a Novel","ENGLISH","UNDERGRAD",3
"Journal of a Novel","MATHEMATICS","GRAD",3
"Journal of a Novel","MATHEMATICS","UNDERGRAD",1
"Journal of a Novel","POLITICAL_SCIENCE","GRAD",4
"Journal of a Novel","POLITICAL_SCIENCE","UNDERGRAD",5
"Journal of a Novel","PSYCHOLOGY","GRAD",3
"Journal of a Novel","PSYCHOLOGY","UNDERGRAD",3
"Journal of a Novel","STATISTICS","GRAD",1
"Journal of a Novel","STATISTICS","UNDERGRAD",4
"Judge, The","COMPUTER_SCIENCE","GRAD",2
"Judge, The","COMPUTER_SCIENCE","UNDERGRAD",5
"Judge, The","DANCE","GRAD",1
"Judge, The","DANCE","UNDERGRAD",4
"Judge, The","ECONOMICS","GRAD",2
"Judge, The","ECONOMICS","UNDERGRAD",4
"Judge, The","ENGLISH","GRAD",5
"Judge, The","ENGLISH","UNDERGRAD",3
"Judge, The","MATHEMATICS","GRAD",2
"Judge, The","MATHEMATICS","UNDERGRAD",2
"Judge, The","POLITICAL_SCIENCE","GRAD",3
"Judge, The","POLITICAL_SCIENCE","UNDERGRAD",2
"Judge, The","PSYCHOLOGY","GRAD",6
"Judge, The","PSYCHOLOGY","UNDERGRAD",5
"Judge, The","STATISTICS","GRAD",5
"Judge, The","STATISTICS","UNDERGRAD",3
"Jurassic Park","COMPUTER_SCIENCE","GRAD",4
"Jurassic Park","COMPUTER_SCIENCE","UNDERGRAD",3
"Jurassic Park","DANCE","GRAD",1
"Jurassic Park","DANCE","UNDERGRAD",3
"Jurassic Park","ECONOMICS","GRAD",2
"Jurassic Park","ECONOMICS","UNDERGRAD",3
"Jurassic Park","ENGLISH","GRAD",1
"Jurassic Park","ENGLISH","UNDERGRAD",4
"Jurassic Park","MATHEMATICS","GRAD",1
"Jurassic Park","MATHEMATICS","UNDERGRAD",2
"Jurassic Park","POLITICAL_SCIENCE","GRAD",2
"Jurassic Park","POLITICAL_SCIENCE","UNDERGRAD",3
"Jurassic Park","PSYCHOLOGY","GRAD",3
"Jurassic Park","PSYCHOLOGY","UNDERGRAD",3
"Jurassic Park","STATISTICS","UNDERGRAD",2
"Justice League: The Villain's Journey","COMPUTER_SCIENCE","GRAD",5
"Justice League: The Villain's Journey","COMPUTER_SCIENCE","UNDERGRAD",3
"Justice League: The Villain's Journey","DANCE","GRAD",2
"Justice League: The Villain's Journey","DANCE","UNDERGRAD",3
"Justice League: The Villain's Journey","ECONOMICS","GRAD",3
"Justice League: The Villain's Journey","ECONOMICS","UNDERGRAD",6
"Justice League: The Villain's Journey","ENGLISH","GRAD",5
"Justice League: The Villain's Journey","ENGLISH","UNDERGRAD",5
"Justice League: The Villain's Journey","MATHEMATICS","GRAD",3
"Justice League: The Villain's Journey","MATHEMATICS","UNDERGRAD",3
"Justice League: The Villain's Journey","POLITICAL_SCIENCE","GRAD",7
"Justice League: The Villain's Journey","POLITICAL_SCIENCE","UNDERGRAD",5
"Justice League: The Villain's Journey","PSYCHOLOGY","GRAD",2
"Justice League: The Villain's Journey","STATISTICS","GRAD",1
"Justice League: The Villain's Journey","STATISTICS","UNDERGRAD",1
"Justice League: Throne of Atlantis","COMPUTER_SCIENCE","GRAD",4
"Justice League: Throne of Atlantis","COMPUTER_SCIENCE","UNDERGRAD",5
"Justice League: Throne of Atlantis","DANCE","GRAD",1
"Justice League: Throne of Atlantis","DANCE","UNDERGRAD",2
"Justice League: Throne of Atlantis","ECONOMICS","GRAD",1
"Justice League: Throne of Atlantis","ECONOMICS","UNDERGRAD",2
"Justice League: Throne of Atlantis","ENGLISH","GRAD",4
"Justice League: Throne of Atlantis","ENGLISH","UNDERGRAD",5
"Justice League: Throne of Atlantis","MATHEMATICS","GRAD",4
"Justice League: Throne of Atlantis","MATHEMATICS","UNDERGRAD",2
"Justice League: Throne of Atlantis","POLITICAL_SCIENCE","GRAD",7
"Justice League: Throne of Atlantis","POLITICAL_SCIENCE","UNDERGRAD",2
"Justice League: Throne of Atlantis","PSYCHOLOGY","GRAD",2
"Justice League: Throne of Atlantis","PSYCHOLOGY","UNDERGRAD",3
"Justice League: Throne of Atlantis","STATISTICS","UNDERGRAD",3
"Justice, Judiciary and Democracy","COMPUTER_SCIENCE","GRAD",2
"Justice, Judiciary and Democracy","COMPUTER_SCIENCE","UNDERGRAD",3
"Justice, Judiciary and Democracy","DANCE","GRAD",2
"Justice, Judiciary and Democracy","DANCE","UNDERGRAD",3
"Justice, Judiciary and Democracy","ECONOMICS","GRAD",6
"Justice, Judiciary and Democracy","ECONOMICS","UNDERGRAD",1
"Justice, Judiciary and Democracy","ENGLISH","GRAD",5
"Justice, Judiciary and Democracy","ENGLISH","UNDERGRAD",4
"Justice, Judiciary and Democracy","MATHEMATICS","GRAD",2
"Justice, Judiciary and Democracy","MATHEMATICS","UNDERGRAD",3
"Justice, Judiciary and Democracy","POLITICAL_SCIENCE","GRAD",3
"Justice, Judiciary and Democracy","POLITICAL_SCIENCE","UNDERGRAD",6
"Justice, Judiciary and Democracy","PSYCHOLOGY","GRAD",1
"Justice, Judiciary and Democracy","PSYCHOLOGY","UNDERGRAD",2
"Justice, Judiciary and Democracy","STATISTICS","GRAD",2
"Karl Marx Biography","COMPUTER_SCIENCE","GRAD",3
"Karl Marx Biography","COMPUTER_SCIENCE","UNDERGRAD",4
"Karl Marx Biography","DANCE","GRAD",4
"Karl Marx Biography","DANCE","UNDERGRAD",5
"Karl Marx Biography","ECONOMICS","GRAD",2
"Karl Marx Biography","ECONOMICS","UNDERGRAD",2
"Karl Marx Biography","ENGLISH","GRAD",6
"Karl Marx Biography","ENGLISH","UNDERGRAD",3
"Karl Marx Biography","MATHEMATICS","GRAD",3
"Karl Marx Biography","MATHEMATICS","UNDERGRAD",4
"Karl Marx Biography","POLITICAL_SCIENCE","GRAD",2
"Karl Marx Biography","POLITICAL_SCIENCE","UNDERGRAD",2
"Karl Marx Biography","PSYCHOLOGY","GRAD",4
"Karl Marx Biography","PSYCHOLOGY","UNDERGRAD",1
"Karl Marx Biography","STATISTICS","GRAD",1
"Karl Marx Biography","STATISTICS","UNDERGRAD",4
"Killing Joke, The","COMPUTER_SCIENCE","GRAD",6
"Killing Joke, The","COMPUTER_SCIENCE","UNDERGRAD",3
"Killing Joke, The","DANCE","GRAD",4
"Killing Joke, The","DANCE","UNDERGRAD",1
"Killing Joke, The","ECONOMICS","GRAD",1
"Killing Joke, The","ECONOMICS","UNDERGRAD",3
"Killing Joke, The","ENGLISH","GRAD",8
"Killing Joke, The","ENGLISH","UNDERGRAD",2
"Killing Joke, The","MATHEMATICS","GRAD",2
"Killing Joke, The","MATHEMATICS","UNDERGRAD",2
"Killing Joke, The","POLITICAL_SCIENCE","GRAD",5
"Killing Joke, The","POLITICAL_SCIENCE","UNDERGRAD",3
"Killing Joke, The","PSYCHOLOGY","GRAD",4
"Killing Joke, The","PSYCHOLOGY","UNDERGRAD",8
"Killing Joke, The","STATISTICS","GRAD",2
"Killing Joke, The","STATISTICS","UNDERGRAD",4
"Last Lecture, The","COMPUTER_SCIENCE","GRAD",3
"Last Lecture, The","COMPUTER_SCIENCE","UNDERGRAD",3
"Last Lecture, The","DANCE","GRAD",5
"Last Lecture, The","DANCE","UNDERGRAD",4
"Last Lecture, The","ECONOMICS","GRAD",7
"Last Lecture, The","ECONOMICS","UNDERGRAD",2
"Last Lecture, The","ENGLISH","GRAD",3
"Last Lecture, The","ENGLISH","UNDERGRAD",6
"Last Lecture, The","MATHEMATICS","GRAD",4
"Last Lecture, The","MATHEMATICS","UNDERGRAD",4
"Last Lecture, The","POLITICAL_SCIENCE","GRAD",3
"Last Lecture, The","POLITICAL_SCIENCE","UNDERGRAD",2
"Last Lecture, The","PSYCHOLOGY","GRAD",1
"Last Lecture, The","PSYCHOLOGY","UNDERGRAD",1
"Last Lecture, The","STATISTICS","GRAD",5
"Last Mughal, The","COMPUTER_SCIENCE","GRAD",4
"Last Mughal, The","COMPUTER_SCIENCE","UNDERGRAD",2
"Last Mughal, The","DANCE","GRAD",3
"Last Mughal, The","DANCE","UNDERGRAD",6
"Last Mughal, The","ECONOMICS","GRAD",4
"Last Mughal, The","ECONOMICS","UNDERGRAD",2
"Last Mughal, The","ENGLISH","GRAD",3
"Last Mughal, The","ENGLISH","UNDERGRAD",2
"Last Mughal, The","MATHEMATICS","GRAD",1
"Last Mughal, The","MATHEMATICS","UNDERGRAD",5
"Last Mughal, The","POLITICAL_SCIENCE","GRAD",2
"Last Mughal, The","POLITICAL_SCIENCE","UNDERGRAD",2
"Last Mughal, The","PSYCHOLOGY","GRAD",4
"Last Mughal, The","PSYCHOLOGY","UNDERGRAD",3
"Last Mughal, The","STATISTICS","GRAD",3
"Last Mughal, The","STATISTICS","UNDERGRAD",1
"Learning OpenCV","COMPUTER_SCIENCE","GRAD",5
"Learning OpenCV","COMPUTER_SCIENCE","UNDERGRAD",3
"Learning OpenCV","DANCE","GRAD",2
"Learning OpenCV","DANCE","UNDERGRAD",1
"Learning OpenCV","ECONOMICS","GRAD",5
"Learning OpenCV","ECONOMICS","UNDERGRAD",1
"Learning OpenCV","ENGLISH","GRAD",4
"Learning OpenCV","ENGLISH","UNDERGRAD",3
"Learning OpenCV","MATHEMATICS","GRAD",3
"Learning OpenCV","MATHEMATICS","UNDERGRAD",4
"Learning OpenCV","POLITICAL_SCIENCE","GRAD",3
"Learning OpenCV","POLITICAL_SCIENCE","UNDERGRAD",2
